Sample Well Data
5
Well ID
X
Y
Z
value
101   9059.85  9059.85      .50  7.89
101   9059.85  9059.85     1.50  4.48
101   9059.85  9059.85     2.50  2.82
101   9059.85  9059.85     3.50  5.39
101   9059.85  9059.85     4.50  6.99
101   9059.85  9059.85     5.50  7.84
101   9059.85  9059.85     6.50  8.99
101   9059.85  9059.85     7.50 10.18
101   9059.85  9059.85     8.50 11.24
101   9059.85  9059.85     9.50 11.25
101   9059.85  9059.85    10.50 10.16
101   9059.85  9059.85    11.50 10.11
101   9059.85  9059.85    12.50  9.41
101   9059.85  9059.85    13.50 10.52
101   9059.85  9059.85    14.50  9.69
101   9059.85  9059.85    15.50 10.06
101   9059.85  9059.85    16.50 10.79
101   9059.85  9059.85    17.50 11.17
101   9059.85  9059.85    18.50 12.93
101   9059.85  9059.85    19.50 13.21
101   9059.85  9059.85    20.50 11.04
101   9059.85  9059.85    21.50  9.58
101   9059.85  9059.85    22.50  9.11
101   9059.85  9059.85    23.50 10.92
101   9059.85  9059.85    24.50 11.19
101   9059.85  9059.85    25.50 12.10
101   9059.85  9059.85    26.50 11.90
101   9059.85  9059.85    27.50 11.54
101   9059.85  9059.85    28.50  9.57
101   9059.85  9059.85    29.50  8.77
101   9059.85  9059.85    30.50 10.41
101   9059.85  9059.85    31.50  9.88
101   9059.85  9059.85    32.50  8.82
101   9059.85  9059.85    33.50  8.39
101   9059.85  9059.85    34.50  8.68
101   9059.85  9059.85    35.50  7.65
101   9059.85  9059.85    36.50  8.44
101   9059.85  9059.85    37.50 10.16
101   9059.85  9059.85    38.50 12.53
101   9059.85  9059.85    39.50  9.05
101   9059.85  9059.85    40.50  9.41
101   9059.85  9059.85    41.50  7.54
101   9059.85  9059.85    42.50  8.16
101   9059.85  9059.85    43.50  9.88
101   9059.85  9059.85    44.50 10.30
101   9059.85  9059.85    45.50 10.32
101   9059.85  9059.85    46.50  7.99
101   9059.85  9059.85    47.50  8.98
101   9059.85  9059.85    48.50  9.40
101   9059.85  9059.85    49.50  9.66
101   9059.85  9059.85    50.50  8.60
101   9059.85  9059.85    51.50  3.89
101   9059.85  9059.85    52.50  5.57
101   9059.85  9059.85    53.50  7.30
101   9059.85  9059.85    54.50  6.97
101   9059.85  9059.85    55.50  6.19
101   9059.85  9059.85    56.50  8.75
101   9059.85  9059.85    57.50  8.16
101   9059.85  9059.85    58.50  9.63
101   9059.85  9059.85    59.50 11.83
101   9059.85  9059.85    60.50 10.76
101   9059.85  9059.85    61.50 11.04
101   9059.85  9059.85    62.50 11.10
101   9059.85  9059.85    63.50 10.13
101   9059.85  9059.85    64.50 10.28
101   9059.85  9059.85    65.50 10.59
101   9059.85  9059.85    66.50 10.44
101   9059.85  9059.85    67.50 13.38
101   9059.85  9059.85    68.50 13.29
101   9059.85  9059.85    69.50 11.73
101   9059.85  9059.85    70.50 11.31
101   9059.85  9059.85    71.50 10.36
101   9059.85  9059.85    72.50  8.87
101   9059.85  9059.85    73.50 10.64
101   9059.85  9059.85    74.50  9.09
101   9059.85  9059.85    75.50 10.45
101   9059.85  9059.85    76.50 10.35
101   9059.85  9059.85    77.50 11.06
101   9059.85  9059.85    78.50 10.51
101   9059.85  9059.85    79.50  9.44
101   9059.85  9059.85    80.50  9.72
101   9059.85  9059.85    81.50  7.05
101   9059.85  9059.85    82.50  9.29
101   9059.85  9059.85    83.50  7.83
101   9059.85  9059.85    84.50  9.98
101   9059.85  9059.85    85.50  9.50
101   9059.85  9059.85    86.50  9.42
101   9059.85  9059.85    87.50  9.97
101   9059.85  9059.85    88.50 11.77
101   9059.85  9059.85    89.50  9.30
101   9059.85  9059.85    90.50  7.98
101   9059.85  9059.85    91.50  7.83
101   9059.85  9059.85    92.50  9.55
101   9059.85  9059.85    93.50  9.02
101   9059.85  9059.85    94.50  6.82
101   9059.85  9059.85    95.50  8.52
101   9059.85  9059.85    96.50  8.55
101   9059.85  9059.85    97.50  6.74
101   9059.85  9059.85    98.50  9.79
101   9059.85  9059.85    99.50  9.13
102   9674.50  9674.50      .50  7.37
102   9674.50  9674.50     1.50  6.15
102   9674.50  9674.50     2.50  6.25
102   9674.50  9674.50     3.50  6.70
102   9674.50  9674.50     4.50  7.33
102   9674.50  9674.50     5.50  8.85
102   9674.50  9674.50     6.50  9.82
102   9674.50  9674.50     7.50 10.78
102   9674.50  9674.50     8.50  9.57
102   9674.50  9674.50     9.50  8.12
102   9674.50  9674.50    10.50 11.73
102   9674.50  9674.50    11.50  9.48
102   9674.50  9674.50    12.50  9.74
102   9674.50  9674.50    13.50 10.74
102   9674.50  9674.50    14.50 12.92
102   9674.50  9674.50    15.50 12.51
102   9674.50  9674.50    16.50 11.95
102   9674.50  9674.50    17.50 10.79
102   9674.50  9674.50    18.50 10.30
102   9674.50  9674.50    19.50  9.03
102   9674.50  9674.50    20.50  8.81
102   9674.50  9674.50    21.50  7.13
102   9674.50  9674.50    22.50  8.51
102   9674.50  9674.50    23.50  9.61
102   9674.50  9674.50    24.50  9.50
102   9674.50  9674.50    25.50  8.45
102   9674.50  9674.50    26.50  8.77
102   9674.50  9674.50    27.50 10.78
102   9674.50  9674.50    28.50 10.35
102   9674.50  9674.50    29.50  9.22
102   9674.50  9674.50    30.50  7.87
102   9674.50  9674.50    31.50  7.92
102   9674.50  9674.50    32.50  7.99
102   9674.50  9674.50    33.50  9.96
102   9674.50  9674.50    34.50  9.86
102   9674.50  9674.50    35.50 10.92
102   9674.50  9674.50    36.50 10.20
102   9674.50  9674.50    37.50  9.18
102   9674.50  9674.50    38.50 10.54
102   9674.50  9674.50    39.50  8.43
102   9674.50  9674.50    40.50  9.48
102   9674.50  9674.50    41.50  9.43
102   9674.50  9674.50    42.50  9.12
102   9674.50  9674.50    43.50  9.29
102   9674.50  9674.50    44.50  8.82
102   9674.50  9674.50    45.50  8.99
102   9674.50  9674.50    46.50  6.61
102   9674.50  9674.50    47.50  9.76
102   9674.50  9674.50    48.50  8.48
102   9674.50  9674.50    49.50  8.58
102   9674.50  9674.50    50.50  7.95
102   9674.50  9674.50    51.50  7.75
102   9674.50  9674.50    52.50  6.33
102   9674.50  9674.50    53.50  6.30
102   9674.50  9674.50    54.50  5.91
